"","Gender","Grade_of_Student","E_Cig_Ever_Used","E_Cig_Days_Used","E_Cig_Last_Used","E_Cig_Curiousity","E_Cig_Try","E_Cig_Try_Next_Year","Cigarette_Ever_Used","Cigarette_Days_Used","Cigarette_Last_Used","Cigarette_Curiosity","Cigarette_Try","Cigarette_Try_Next_Year","The_Real_Cost","Any_Tobacco_Craving","Attempt_Quitting_Tobacco","Are_Tobacco_Products_Harmful","E_Cig_Promotions_Internet","Tobacco_Promotions_Internet"
"12843","M","11th","Yes","4","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Rarely"
"12844","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12845","F","12th","No",NA,NA,"No","No","Yes","No",NA,NA,"No","No","No","No",NA,NA,"No","Rarely","Rarely"
"12846","M","11th","Yes","6","15",NA,NA,NA,"No",NA,NA,"No","No","No","No","No","No","Yes","Always","Sometimes"
"12847","M","12th","Yes","3","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12848","F","11th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12849","F","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"12850","M","7th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12851","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Rarely"
"12852","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12853","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Most of the time","Sometimes"
"12854","M","7th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12855","M","7th","No",NA,NA,"Yes","Yes","Yes","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Rarely"
"12856","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"12857","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Most of the time","Sometimes"
"12858","F","7th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12859","F","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Always"
"12860","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12861","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Always","Rarely"
"12862","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12863","M","7th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"12864","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"No","Most of the time","Always"
"12865","M","9th","Yes","6","30",NA,NA,NA,"Yes","3","Last Month",NA,NA,NA,"Yes","No","No","No","Most of the time","Rarely"
"12866","F","9th","Yes","4","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"No","Always","Most of the time"
"12867","F","9th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12868","M","9th","Yes","6","25",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","No","Yes","Yes","Sometimes","Never"
"12869","M","9th","Yes","5","23",NA,NA,NA,"Yes","0","5 Years Ago",NA,NA,NA,"Yes","No","Yes","Yes","Always","Never"
"12870","M","9th","Yes","6","10",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","Yes","Yes","Yes","Never","Most of the time"
"12871","M","10th","Yes","1","5",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","No",NA,"Yes",NA,NA
"12872","M","9th","Yes","3","3",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes","No",NA,"Yes","Sometimes","Rarely"
"12873","M","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","Yes","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"12874","F","9th","No",NA,NA,"Yes","Yes","Yes","Yes","0","Last Year",NA,NA,NA,"Not sure",NA,NA,"Yes","Most of the time","Sometimes"
"12875","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12876","M","9th","Yes","6","30",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","Yes","No","Yes","Rarely","Rarely"
"12877","F","9th","Yes","6","30",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","No","No","Sometimes","Rarely"
"12878","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12879","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Sometimes"
"12880","M","9th","No",NA,NA,"Yes","Yes","No","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12881","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,NA,"Sometimes","Rarely"
"12882","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12883","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Always","Never"
"12884","M","9th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"12885","F","9th","Yes","6","30",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","Yes","Yes","Yes","Sometimes","Rarely"
"12886","F","9th","No",NA,NA,"No","No","No","Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Rarely"
"12887","M","9th","Yes","6","30",NA,NA,NA,"Yes","5","Last 7 Days",NA,NA,NA,"Yes","Yes","No","Yes","Always","Never"
"12888","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Always"
"12889","M","9th","Yes","2","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","No","Rarely","Sometimes"
"12890","M","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12891","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","I do not use the internet"
"12892","F","9th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12893","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12894","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12895","F","9th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"No","Sometimes","Never"
"12896","M","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12897","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12898","F","9th","Yes","6","24",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"No","No","Yes","Yes","Rarely","Sometimes"
"12899","M","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12900","F","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12901","M","9th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12902","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","I do not use the internet","I do not use the internet"
"12903","M","9th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12904","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12905","F","9th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"12906","M","9th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12907","F","9th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"12908","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Most of the time"
"12909","M","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12910","F","9th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12911","M","9th","Yes","3","0",NA,NA,NA,"Yes","1",NA,NA,NA,NA,"Yes","Yes","No","Yes","Rarely","Sometimes"
"12912","F","9th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"No","Sometimes","Sometimes"
"12913","M","9th","Yes","6","23",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","Yes","No","No","Never","Never"
"12914","F","9th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12915","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Rarely"
"12916","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Most of the time"
"12917","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12918","F","10th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"12919","M","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Always"
"12920","M","10th","Yes","1","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No",NA,"Yes","Most of the time","Most of the time"
"12921","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12922","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12923","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12924","F","10th","Yes","6","30",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","Yes","No","No","Always","Always"
"12925","F","10th","No",NA,NA,"No","No","No","Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Rarely"
"12926","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Never"
"12927","F","10th","Yes","1","0",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12928","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12929","F","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12930","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"12931","M","10th","No",NA,NA,"No","No","Yes","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Never"
"12932","F","10th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12933","F","10th","Yes","6","20",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes","Yes","Yes","Yes",NA,NA
"12934","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Most of the time","Always"
"12935","M","10th","Yes","6","25",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No",NA,"No","Never","Never"
"12936","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12937","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12938","F","10th","Yes","6","0",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Not sure",NA,NA,"Yes","Most of the time","Rarely"
"12939","F","10th","Yes","2","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Always","Always"
"12940","M","11th","Yes","6","30",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"No","Yes","Yes","Yes","Always","Always"
"12941","M","10th","No",NA,NA,"No","Yes","Yes","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Sometimes","Rarely"
"12942","M","10th","No",NA,NA,"No","Yes","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"12943","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"12944","F","10th","Yes",NA,"10",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes","Yes","No","Yes","Rarely","Sometimes"
"12945","F","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"12946","M","10th","Yes","1","5",NA,NA,NA,"No",NA,NA,"No","No","No",NA,"No",NA,NA,NA,NA
"12947","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"12948","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Always"
"12949","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Most of the time"
"12950","F","10th","Yes","2","2",NA,NA,NA,"Yes","3",NA,NA,NA,NA,NA,"Yes","Yes",NA,"Most of the time",NA
"12951","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12952","F","10th","Yes","2","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Not sure",NA,NA,"Yes","Rarely","Rarely"
"12953","M","10th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"12954","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12955","M","10th",NA,NA,"0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12956","M","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12957","F","10th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12958","F","10th","Yes","3","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Most of the time"
"12959","M","10th","Yes","5","25",NA,NA,NA,"No",NA,NA,"No","No","No","No","No","No","No","Rarely","Sometimes"
"12960","M","10th","No",NA,NA,"No","Yes","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12961","M","10th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
"12962","M","11th","No",NA,NA,"Yes","Yes","Yes","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12963","F","11th","No",NA,NA,"Yes","Yes","Yes","Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Never","Most of the time"
"12964","F","11th","Yes","6","26",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes","No","No","Yes","Rarely","Rarely"
"12965","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure","No","No","Yes","Never","Never"
"12966","M","10th","Yes","2","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Most of the time"
"12967","F","11th","No",NA,NA,"Yes","Yes","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"12968","F","11th","Yes","6","30",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","No","Yes","Never","Rarely"
"12969","M","11th","Yes","6","30",NA,NA,NA,"Yes","30","Today",NA,NA,NA,"Yes","Yes","Yes","Yes","Always","Always"
"12970","M","11th","Yes","3","0",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12971","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12972","F","11th","Yes","3","30",NA,NA,NA,"No",NA,NA,"Yes","No","No","Yes","No","Yes","Yes","I do not use the internet","Sometimes"
"12973","M","11th","Yes","2","0",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Never"
"12974","F","11th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Most of the time"
"12975","M","11th","Yes","2","0",NA,NA,NA,"Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Rarely","Sometimes"
"12976","M","11th","Yes","3",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,"No","Never","Never"
"12977","M","11th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Always"
"12978","M","11th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Never"
"12979","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Rarely"
"12980","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12981","F","11th","Yes","3","0",NA,NA,NA,"Yes","1",NA,NA,NA,NA,"Yes","No","No","No","Rarely","Always"
"12982","M","11th","Yes","1","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Never","Sometimes"
"12983","F","11th","Yes","6","30",NA,NA,NA,"Yes","0","Last 6 Months",NA,NA,NA,NA,"Yes","Yes","Yes","Rarely","Sometimes"
"12984","F","11th","Yes","1","1",NA,NA,NA,"No",NA,NA,"No","No","No","No","No","Yes","Yes","Sometimes","Sometimes"
"12985","M",NA,"Yes","2","5",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Never","Most of the time"
"12986","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Always"
"12987","M","11th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Sometimes"
"12988","M","11th","No",NA,NA,"No","No","No","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Always","Always"
"12989","M","11th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12990","F","11th","Yes","6","15",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","Yes","Yes","Yes","I do not use the internet","Rarely"
"12991","M","11th","Yes","6","30",NA,NA,NA,"Yes","5","Last 7 Days",NA,NA,NA,"Yes","Yes","No","No","Never","Never"
"12992","M","12th","No",NA,NA,"Yes","No","Yes","Yes","2","Last Month",NA,NA,NA,"No","Yes","No","No","I do not use the internet","Always"
"12993","M","11th","Yes","2","1",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Sometimes","Sometimes"
"12994","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Most of the time"
"12995","M","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"12996","F","11th","No",NA,NA,"Yes","No","Yes","No",NA,NA,"No",NA,"No","Not sure",NA,NA,"Yes","Always","Sometimes"
"12997","F","11th","Yes","6","2",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes","No","Yes","Yes","Always","Always"
"12998","F","11th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Most of the time","Always"
"12999","F","12th","No",NA,NA,"No","No","No","Yes","0","5 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Never","Never"
"13000","M","12th","Yes","3","7",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Rarely","Never"
"13001","F","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Rarely"
"13002","F","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Never"
"13003","F","11th","Yes","6","10",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"No","No","Yes","Yes","Sometimes","Rarely"
"13004","F","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","Yes","Yes","Yes",NA,NA,"No","Sometimes","Never"
"13005","F","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"13006","F","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"13007","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"13008","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"13009","M","12th","Yes","6","30",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes","Yes","Yes","Yes","Most of the time","Never"
"13010","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"13011","M","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Most of the time"
"13012","M","12th","Yes","6","30",NA,NA,NA,"Yes","0","5 Years Ago",NA,NA,NA,"Yes","No","Yes","No","Never","Never"
"13013","M","12th","Yes","6","2",NA,NA,NA,"Yes","4","Last 7 Days",NA,NA,NA,"Yes","No","No","Yes","Rarely","Sometimes"
"13014","M","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Most of the time"
"13015","M","12th","Yes","6","30",NA,NA,NA,"Yes","0","Last Year",NA,NA,NA,"Yes","Yes","No","Yes","Never","Never"
"13016","M","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Most of the time"
"13017","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Never","Never"
"13018","M","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"Yes","Yes","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"13019","M","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Always","Most of the time"
"13020","F","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Rarely"
"13021","F","12th","Yes","1","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Sometimes","Never"
"13022","M","12th","Yes","2","0",NA,NA,NA,"No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Never","Never"
"13023","F","12th","Yes","2","6",NA,NA,NA,"No",NA,NA,"No","No","No","Not sure","No","No","No","Rarely","Always"
"13024","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"13025","M","12th","Yes","4","4",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Not sure","No","Yes",NA,"Sometimes","Sometimes"
"13026","F","12th","Yes","1","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Never","Rarely"
"13027","M","12th","Yes","5","7",NA,NA,NA,"No",NA,NA,"No","No","No","Yes","No","Yes","Yes","Rarely","Rarely"
"13028","M","12th","Yes","1","0",NA,NA,NA,"Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Most of the time","Sometimes"
"13029","M","12th","Yes","6","30",NA,NA,NA,"Yes","10","Last 7 Days",NA,NA,NA,"Yes","No","No","Yes","Never","Rarely"
"13030","F","9th","No",NA,NA,NA,"No","No","No",NA,NA,"Yes",NA,"No","Not sure",NA,NA,"No",NA,NA
"13031","F","12th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"13032","M","12th","No",NA,NA,"Yes","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Rarely","Sometimes"
"13033","M","12th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"No","Rarely","Sometimes"
"13034","F","6th","No",NA,NA,"No","No","No","Yes","0","1-4 Years Ago",NA,NA,NA,"Yes",NA,NA,"Yes","Sometimes","Sometimes"
"13035","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Sometimes","Sometimes"
"13036","M","6th","No",NA,NA,"Yes","Yes","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Never"
"13037","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Yes",NA,NA,"Yes","Rarely","Rarely"
"13038","F","6th","No",NA,NA,"Yes","No","Yes","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Most of the time","Sometimes"
"13039","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never",NA
"13040","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","Not sure",NA,NA,"Yes","Never","Sometimes"
"13041","F","6th","No",NA,NA,"No","No","No","No",NA,NA,"No","No","No","No",NA,NA,"Yes","Most of the time","Rarely"
"13042","M","6th","No",NA,NA,"No","No","No","No",NA,NA,"Yes","No","No","Yes",NA,NA,"Yes","Never","Sometimes"
